VFID,RAgas,DECgas,COreference,alphaCO,Mmol,Mmol_err_up,Mmol_err_down,r21,err_r21,tdep,tdep_err_up,tdep_err_down,HIreference,MHI,MHI_err_up,MHI_err_down,MH2_to_MHI,MH2_to_MHI_err_up,MH2_to_MHI_err_down,H2def,errH2def,HIdef,errHIdef,Separation,MH2,MH2_err_up,MH2_err_down,Mgas
VFID0351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0377,243.625625,62.53669444444444,This work,4.3,968867971.0144082,130871624.016775,130871624.016775,0.4374464547868726,0.0707826901042935,904200200.8536508,433942319.7937759,433942319.7937759,Huchtmeier_Richter19,10.132830818003088,9.185796681213937,9.185796681213937,0.0713565396301647,0.0125652634790465,0.0125652634790465,-0.09886243952349,0.0586631262964489,-0.7469266705679534,0.0490625565330033,0.0,8.986264599169877,0.9575482813192738,0.9575482813192738,10.16276484292062
VFID0378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0422,243.76179166666668,61.78205555555555,This work,4.3,272882319.8610509,44262580.20403246,44262580.20403246,0.2989581534578839,0.0671810995838639,2546685986.217859,1243414142.410053,1243414142.410053,This work,8.265562828408983,,,1.4805141758186469,-2.0,-2.0,0.3380267611531948,0.0704442645723606,0.3372563620035294,-1.0,0.0,8.435975398493193,0.9448381661884859,0.9448381661884859,8.66010454172524
VFID0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0426,111.1162417,61.6939333,AMIGA,,295120922.66663903,-1.0,-1.0,,,1412537544.6227567,-1.0,-1.0,AMIGA,9.64173264056656,9.144510248451972,9.024510248451973,0.067339108027412,-1.0,-1.0,0.2716021596463882,-1.0,-0.2132547298237259,0.1382171453835723,0.0,8.47,0.985432244470475,0.9854304633972149,9.67003506312817
VFID0427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0430,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0483,256.90408333333335,60.72888888888889,This work,4.3,1326904497.447436,61747480.79852482,61747480.79852482,0.754770921990844,0.0417677121747248,470803481.928599,217917142.0516926,217917142.0516926,Huchtmeier_Richter19,8.757770106395014,7.979618856011371,7.979618856011371,2.317765850176585,0.4010691561718145,0.4010691561718145,-0.3731375064553077,0.0202098871725985,0.5574260475826591,0.0723824136505419,0.0,9.122839666101697,0.9645589416728759,0.9645589416728759,9.278615839028346
VFID0484,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0501,222.44204166666665,60.39852777777778,This work,4.3,60017779.68933503,22759192.1276132,22759192.1276132,1.9429318723644715,-1.0,261987110.50297013,156288926.61213398,156288926.61213398,Springob2005,9.91691485456648,8.994349940092127,8.994349940092127,0.0072671658288519,-1.0,-1.0,0.5988222346439578,0.1646877242837214,-0.8303411265074612,0.0519062192472502,0.0,7.778279925002429,0.9965142855554806,0.9965142855554806,9.92005953192868
VFID0502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0520,175.12916666666666,60.29888888888889,Literature,4.3,24041637.912107892,-1.0,-1.0,-1000.0,-1000.0,1204936199.7037904,-1.0,-1.0,Serra2012,7.060434152936677,,,,,,1.30393810763188,-1.0,1.577582070821543,-1.0,0.0,,,,
VFID0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0539,151.132475,60.1078528,AMIGA,,398107170.5534969,-1.0,-1.0,,,10964781961.43184,-1.0,-1.0,AMIGA,7.991323263590374,,,,,,0.4332021596463882,-1.0,0.7989274459940123,-1.0,0.0,,,,
VFID0540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0568,227.92075,59.80894444444444,This work,4.3,1667051682.750569,98585987.4454216,98585987.4454216,0.2194520614644789,0.0453978073419117,1745617408.084412,810487773.8717517,810487773.8717517,Schneider1992,9.707897935757774,8.667132390754599,8.667132390754599,0.3266262828685757,0.0354591315796296,0.0354591315796296,0.1190530953999999,0.0256832771194509,-0.0309255136394526,0.0395383704622902,0.0,9.221949064246388,0.9675243204161259,0.9675243204161259,9.83064653296536
VFID0569,235.38666666666663,59.75522222222222,This work,4.3,840138737.3834268,68182113.61177057,68182113.61177057,0.4743636150988186,0.0558037902363387,821014844.9379036,383917449.16557306,383917449.16557306,Springob2005,9.196729510781541,8.335145321197949,8.335145321197949,0.5340986730450185,0.0852926673166968,0.0852926673166968,-0.0936488501117001,0.0352455069484297,-0.1979575219334908,0.0597310462216506,0.0,8.92435100975809,0.9545998328464519,0.9545998328464519,9.382582805062547
VFID0570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0602,234.47270833333337,59.39175,This work,4.3,2187661388.1030893,162674536.37662143,162674536.37662143,0.4166688302848592,0.0685848633482649,2818253802.480184,1314664308.1375785,1314664308.1375785,Springob2005,9.948569719679561,8.883214118389596,8.883214118389596,0.2462693601177171,0.0280037443259975,0.0280037443259975,0.154922058008168,0.0322941447331552,-0.0467354156059833,0.0373618790350354,0.0,9.33998010163822,0.9730294232878737,0.9730294232878737,10.044181637580607
VFID0603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0606,234.66595833333335,59.35583333333334,Literature,4.3,46440206.925321,-1.0,-1.0,-1000.0,-1000.0,313974332.7589033,-1.0,-1.0,This work,8.082712645646483,,,,,,2.1277080134738053,-1.0,1.511062066789334,-1.0,0.0,,,,
VFID0607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0610,234.90454166666663,59.331944444444446,This work,4.3,1590005906.2111115,291860621.2518401,291860621.2518401,0.3217515824298559,0.1348658501530558,604503385.6285294,299683733.94790363,299683733.94790363,This work,9.813329406947847,8.093998119964121,8.093998119964121,0.2443820652116581,0.0451004252680769,0.0451004252680769,0.5446034220994402,0.07971885940762,0.1649777784154267,0.0082880626317414,0.0,9.201398737546949,0.9673285441064932,0.9673285441064932,9.908283150114391
VFID0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0630,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0637,226.39887500000003,59.09377777777778,This work,4.3,105600631.27231036,16960566.505218457,16960566.505218457,0.687344933717326,0.2554927509949669,941166616.8896232,459026600.1337979,459026600.1337979,This work,8.28151179426685,7.714429386494459,7.714429386494459,0.5522741553494489,0.1739613083360731,0.1739613083360731,0.4425356452624083,0.0697522387359147,0.7248237713799224,0.117679795096365,0.0,8.023666514383981,0.9124653056426364,0.9124653056426364,8.472480221008965
VFID0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0650,222.82437499999995,58.97794444444445,This work,4.3,2740405901.185445,183382848.09553337,183382848.09553337,0.4886189075493629,0.0536163247502035,6573775887.238917,3059130189.854775,3059130189.854775,Springob2005,10.232201065740375,9.155272000099956,9.155272000099956,0.1605513006928556,0.0172133767792664,0.0172133767792664,-0.3317127344109689,0.0290621761430088,-0.334140347875854,0.0363793760115375,0.0,9.437814894057357,0.977413331582026,0.977413331582026,10.296865408391335
VFID0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0682,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFID0688,,,,,,,,,,,,,,,,,,,,,,,,,,,,
