VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
5027,190.972058,10.74557,1342,2315,2315,PGC042853,VCC 1983,42853.0,76973.0,375528.0,,False,False,0.0077
5028,193.8963,10.7384,1842,2202,2202,AGC225849,WISEA J125535.16+104420.6,5059230.0,170742.0,629408.0,225849.0,False,True,0.0073
5029,194.925038,10.7271,1157,1647,1647,PGC1383640,SDSS J125942.04+104336.5,1383640.0,170745.0,693963.0,225852.0,False,True,0.0055
5030,167.483002,10.72084,1582,1981,1906,NGC3547,NGC 3547,33866.0,138862.0,626031.0,6209.0,False,True,0.0066
5031,211.768326,10.71263,1183,1469,1469,PGC1383447,SDSS J140704.36+104245.2,1383447.0,71037.0,349050.0,243852.0,False,True,0.0049
5032,183.942213,10.69951,1979,2371,2290,IC3074,IC 3074,39233.0,169855.0,693060.0,7279.0,False,True,0.0079
5033,190.741828,10.68195,1611,1214,2110,PGC042754,IC 3693,42754.0,162298.0,669847.0,,False,False,0.004
5034,186.727209,10.66582,1275,957,957,PGC040759,IC 3361,40759.0,161772.0,667805.0,,False,False,0.0032
5035,261.29076,10.65285,2786,2990,2990,UGC10841,UGC 10841,60252.0,,,,False,False,0.01
5036,151.51599,10.6376,1556,1753,1753,PGC1382354,WISEA J100603.83+103815.7,1382354.0,52094.0,254108.0,202297.0,False,True,0.0058
5037,191.290325,10.62979,936,99,99,PGC042978,VCC 2014,42978.0,76982.0,375560.0,,False,False,0.0003
5038,181.196234,10.62666,2555,2764,2764,PGC1382204,WISEA J120447.07+103735.7,1382204.0,48827.0,238281.0,224237.0,False,True,0.0092
5039,185.3051,10.6256,2606,2816,2816,AGC226131,SDSS J122113.27+103727.5,5059194.0,141206.0,628171.0,226131.0,False,True,0.0094
5040,185.590204,10.60203,2072,2362,2362,PGC040074,IC 3220,40074.0,141239.0,628202.0,,False,False,0.0079
5041,278.328151,10.60171,3165,3352,3352,PGC1381842,CGMW 5-04913,1381842.0,,,,False,False,0.0112
5042,181.198458,10.59561,2559,3422,2767,NGC4078,NGC 4078,38238.0,161007.0,665345.0,,False,False,0.0114
5043,176.551527,10.59555,3064,3228,3228,PGC036704,CGCG 068-062,36704.0,170275.0,663277.0,210768.0,False,True,0.0108
5044,192.243418,10.58664,1532,2098,2098,PGC043309,VCC 2080,43309.0,77105.0,376136.0,,False,False,0.007
5045,130.645767,10.5849,2055,2162,2162,UGC04540,UGC 04540,24457.0,116032.0,531239.0,4540.0,False,True,0.0072
5046,186.414093,10.58379,1714,2141,2141,PGC040560,VCC 0825,40560.0,49048.0,239165.0,,False,False,0.0071
5047,186.603851,10.58188,1022,957,957,PGC040680,VCC 0895,40680.0,49049.0,239166.0,,False,False,0.0032
5048,192.851271,10.57968,1573,2092,2092,UGC08001,UGC 08001,43544.0,77119.0,376183.0,,False,False,0.007
5049,190.57584,10.56762,1864,2220,2220,PGC042669,VCC 1919,42669.0,141986.0,628888.0,,False,False,0.0074
5050,192.112764,10.55792,1153,1833,1833,PGC043261,VCC 2073,43261.0,77108.0,376145.0,,False,False,0.0061
5051,130.693437,10.55674,3112,3185,3185,AGC188884,SDSS J084246.42+103324.2,5059020.0,116030.0,531234.0,188884.0,False,True,0.0106
5052,130.652415,10.55388,3093,3167,3167,SDSSJ084236.57+103313.9,WISEA J084236.53+103313.7,5064929.0,116031.0,531238.0,,False,False,0.0106
5053,188.635672,10.54819,1746,2156,2156,PGC041835,VCC 1573,41835.0,,600536.0,,False,False,0.0072
5054,192.560279,10.54003,868,256,256,PGC043436,VCC 2083,43436.0,77115.0,376169.0,,False,False,0.0009
5055,183.679339,10.53305,2086,2369,2369,SDSSJ121443.03+103159.1,WISEA J121443.02+103159.2,4002127.0,48916.0,238681.0,,False,False,0.0079
5056,187.0535,10.52601,1828,2197,2197,PGC040969,VCC 1076,40969.0,141439.0,628383.0,,False,False,0.0073
5057,243.604472,10.515,3257,3456,3456,PGC057586,CGCG 079-085,57586.0,146839.0,686573.0,260342.0,False,True,0.0115
5058,130.500207,10.51472,2016,2123,2123,SDSSJ084200.04+103052.9,WISEA J084200.09+103054.1,5064928.0,116028.0,531227.0,,False,False,0.0071
5059,183.863811,10.51238,1994,2300,2300,SDSSJ121527.31+103044.4,SDSS J121527.31+103044.4,3477084.0,48921.0,238693.0,224249.0,False,True,0.0077
5060,218.288318,10.51082,2223,2471,2471,NGC5666,NGC 5666,51995.0,165186.0,681834.0,9360.0,False,True,0.0082
5061,180.233558,10.49877,2658,2855,2855,PGC1380373,SDSS J120056.04+102955.8,1380373.0,170618.0,693828.0,224234.0,False,True,0.0095
5062,146.880929,10.49217,3124,3226,3226,SDSSJ094731.39+102931.5,WISEA J094731.27+102931.5,3998431.0,51988.0,253752.0,192039.0,False,True,0.0108
5063,191.3887,10.4905,970,11,11,EVCC1141,WISEA J124533.24+102925.8,5098428.0,,,,False,False,0.0
5064,190.220637,10.47622,695,320,320,IC3647,IC 3647,42503.0,141882.0,628791.0,,False,False,0.0011
5065,186.461103,10.45905,1099,1832,957,NGC4390,NGC 4390,40597.0,169889.0,693093.0,7519.0,False,True,0.0061
5066,144.999033,10.45729,2916,3022,3022,SDSSJ093959.76+102726.1,WISEA J093959.76+102726.1,3998253.0,51884.0,253332.0,,False,False,0.0101
5067,196.5966,10.4338,930,380,380,PGC045370,CGCG 071-109,45370.0,77344.0,629835.0,230077.0,False,True,0.0013
5068,188.808013,10.43145,1073,957,957,PGC041918,VCC 1605,41918.0,141679.0,628598.0,220815.0,False,True,0.0032
5069,142.951651,10.40826,3218,3310,3310,SDSSJ093148.40+102429.7,WISEA J093148.40+102429.7,3530471.0,73892.0,359922.0,,False,False,0.011
5070,183.00492,10.39836,1630,2102,2102,SDSSJ121201.19+102354.4,WISEA J121201.17+102353.8,4017882.0,48859.0,238441.0,224241.0,False,True,0.007
5071,143.389545,10.3873,3088,3184,3184,PGC1378773,WISEA J093333.49+102314.2,1378773.0,73884.0,359881.0,,False,False,0.0106
5072,187.419247,10.38493,1454,2170,2170,PGC041193,VCC 1209,41193.0,141495.0,628429.0,,False,False,0.0072
5073,189.103257,10.38467,1416,1239,2208,PGC042046,VCC 1661,42046.0,162101.0,668862.0,,False,False,0.0041
5074,159.53329,10.38085,1162,2552,1299,PGC031610,CGCG 065-074,31610.0,65677.0,320706.0,200499.0,False,True,0.0085
5075,182.040018,10.3789,1652,931,2101,NGC4119,NGC 4119,38527.0,48849.0,238372.0,,False,False,0.0031
5076,187.050116,10.36512,1467,2158,2158,PGC040972,VCC 1079,40972.0,141438.0,628382.0,,False,False,0.0072
5077,151.831092,10.3627,540,456,399,UGC05456,UGC 05456,29428.0,157855.0,650513.0,5456.0,False,True,0.0015
5078,187.474559,10.33802,652,313,313,PGC041240,VCC 1238,41240.0,,,,False,False,0.001
5079,191.299371,10.32436,2208,1188,2475,PGC042980,IC 3732,42980.0,142190.0,629087.0,,False,False,0.004
5080,183.382842,10.31083,1469,2123,2123,PGC039008,VCC 0082,39008.0,,,,False,False,0.0071
5081,187.051352,10.29766,1816,1130,2189,IC3383,IC 3383,40970.0,49118.0,239454.0,,False,False,0.0038
5082,143.698054,10.2837,2522,3040,2640,NGC2919,NGC 2919,27232.0,157326.0,648592.0,5102.0,False,True,0.0101
5083,187.634903,10.261,1101,957,957,PGC041325,VCC 1295,41325.0,,,223771.0,False,True,0.0032
5084,188.059213,10.25146,1300,1079,2582,IC3468,IC 3468,41552.0,49184.0,239782.0,,False,False,0.0036
5085,169.516093,10.24441,957,749,749,SDSSJ111803.87+101439.9,WISEA J111803.82+101440.1,3471336.0,139110.0,626262.0,,False,False,0.0025
5086,143.032305,10.23702,3282,3371,3371,SDSSJ093207.76+101413.4,WISEA J093207.73+101413.3,3530521.0,135941.0,623294.0,,False,False,0.0112
5087,184.141831,10.20636,2071,2357,2357,PGC1376175,WISEA J121634.05+101222.6,1376175.0,48929.0,238725.0,224251.0,False,True,0.0079
5088,191.563751,10.20551,1136,519,1287,PGC043072,VCC 2037,43072.0,76994.0,693766.0,221004.0,False,True,0.0017
5089,191.813754,10.20357,1086,1057,72,IC3773,IC 3773,43146.0,77111.0,376154.0,,False,False,0.0035
5090,178.853773,10.20156,3165,3326,3326,SDSSJ115524.91+101205.6,WISEA J115524.89+101206.2,4001590.0,48735.0,237614.0,213046.0,False,True,0.0111
5091,168.216726,10.20003,1286,1588,1588,UGC06248,UGC 06248,34124.0,138957.0,626119.0,6248.0,False,True,0.0053
5092,198.331935,10.19406,1163,878,1541,UGC08298,UGC 08298,45931.0,169980.0,693184.0,8298.0,False,True,0.0029
5093,158.330126,10.1894,1433,1667,1667,PGC4689204,WISEA J103319.16+101121.4,4689204.0,,,202016.0,False,True,0.0056
5094,194.082797,10.18885,2688,2899,2899,UGC08056,UGC 08056,44125.0,169961.0,693165.0,8056.0,False,True,0.0097
5095,182.596311,10.18855,483,1403,248,IC3025,IC 3025,38726.0,,,,False,False,0.0047
5096,191.731205,10.18244,1310,2344,2344,PGC043119,IC 3767,43119.0,77001.0,375613.0,,False,False,0.0078
5097,143.279973,10.17825,3223,3314,3314,SDSSJ093307.20+101041.8,WISEA J093307.17+101041.7,3530623.0,51858.0,253227.0,,False,False,0.0111
5098,189.983087,10.17616,1879,1048,2228,NGC4596,NGC 4596,42401.0,141826.0,628741.0,,False,False,0.0035
5099,189.528711,10.16541,1138,1188,1108,PGC042204,VCC 1744,42204.0,49206.0,239872.0,220856.0,False,True,0.004
5100,191.5328,10.1623,1503,2109,2109,PGC043056,VCC 2034,43056.0,,,221001.0,False,True,0.007
5101,143.463679,10.15936,3232,3322,3322,PGC027167,WISEA J093351.29+100932.9,27167.0,,,,False,False,0.0111
5102,190.305291,10.15571,1841,1257,2204,NGC4608,NGC 4608,42545.0,141904.0,628811.0,,False,False,0.0042
5103,143.442054,10.1525,3226,3971,3317,NGC2911,NGC 2911,27159.0,51816.0,252926.0,5092.0,False,True,0.0132
5104,120.932975,10.14935,2567,2637,2637,PGC1375316,SDSS J080343.90+100857.3,1375316.0,109374.0,504124.0,182460.0,False,True,0.0088
5105,163.016072,10.14828,2713,2957,2867,NGC3433,NGC 3433,32605.0,158901.0,655977.0,5981.0,False,True,0.0099
5106,118.453332,10.1475,1941,1285,2024,AGC174616,AGC 174616,5060085.0,,,174616.0,False,True,0.0043
5107,169.261187,10.14324,1765,3111,2062,SDSSJ111702.67+100836.1,WISEA J111702.72+100837.9,4272480.0,,,215241.0,False,True,0.0104
5108,176.996028,10.14049,3016,3180,3180,SDSSJ114759.03+100825.8,SDSS J114759.03+100825.7,4011206.0,48636.0,236939.0,,False,False,0.0106
5109,167.605015,10.12548,1315,1309,1625,PGC033905,CGCG 067-022,33905.0,48421.0,235435.0,210111.0,False,True,0.0044
5110,143.511573,10.10869,3145,2506,3238,NGC2914,NGC 2914,27185.0,51864.0,253251.0,,False,False,0.0084
5111,180.812819,10.10784,2534,2742,2742,PGC1374673,WISEA J120315.07+100628.3,1374673.0,48757.0,237761.0,224235.0,False,True,0.0091
5112,186.267034,10.1012,904,161,161,PGC1374571,WISEA J122504.10+100604.1,1374571.0,141307.0,628264.0,,False,False,0.0005
5113,143.085763,10.09984,3212,3303,3303,SDSSJ093220.58+100559.2,SDSS J093220.52+100559.4,4089452.0,51817.0,252930.0,191989.0,False,True,0.011
5114,190.871041,10.09318,1324,2357,2357,PGC042811,VCC 1970,42811.0,142062.0,628962.0,,False,False,0.0079
5115,188.162553,10.09207,1201,957,957,PGC041603,VCC 1446,41603.0,49186.0,239788.0,,False,False,0.0032
5116,189.528519,10.08241,1273,1233,957,IC3602,IC 3602,42205.0,49205.0,239871.0,,False,False,0.0041
5117,213.681247,10.07472,1218,1510,1510,AGC243830,AGC 243830,5057596.0,,,243830.0,False,True,0.005
5118,186.021952,10.06774,1257,957,957,PGC040315,VCC 0695,40315.0,49034.0,239111.0,,False,False,0.0032
5119,146.082918,10.05861,1472,1927,1637,AGC193802,AGC 193802,5060152.0,,,193802.0,False,True,0.0064
5120,201.754699,10.05568,1068,1085,1085,SDSSJ132701.12+100320.4,SDSS J132701.18+100321.3,5076975.0,169991.0,693195.0,8450.0,False,True,0.0036
5121,186.491231,10.05376,1001,1216,957,IC3328,IC 3328,40616.0,49041.0,239134.0,,False,False,0.0041
5122,136.315294,10.04265,2045,2164,2164,PGC1373747,SDSS J090515.68+100233.5,1373747.0,73773.0,359361.0,191916.0,False,True,0.0072
5123,131.824596,10.04264,3295,3364,3364,PGC1373744,WISEA J084717.86+100233.1,1373744.0,115995.0,531038.0,,False,False,0.0112
5124,143.500584,10.02953,3133,3863,3226,UGC05093,UGC 05093,27175.0,51829.0,252985.0,5093.0,False,True,0.0129
5125,186.342285,10.0168,951,1435,32,NGC4380,NGC 4380,40507.0,161700.0,667650.0,7503.0,False,True,0.0048
5126,146.154816,10.01281,1483,1648,1649,SDSSJ094437.12+100046.3,SDSS J094437.11+100046.3,4010299.0,136059.0,623389.0,191849.0,False,True,0.0055
5127,143.359818,10.01145,3265,3354,3354,SDSSJ093326.36+100041.2,WISEA J093326.36+100041.4,3530650.0,51867.0,253255.0,,False,False,0.0112
5128,184.26762,10.00549,1186,1262,957,UGC07307,UGC 07307,39380.0,161382.0,666683.0,7307.0,False,True,0.0042
5129,186.889099,10.00344,881,200,200,IC3374,IC 3374,40876.0,161811.0,667899.0,220616.0,False,True,0.0007
5130,194.399161,9.99185,2737,2943,2943,PGC1373048,WISEA J125735.76+095930.9,1373048.0,170746.0,693964.0,225853.0,False,True,0.0098
5131,187.344358,9.9886,741,313,313,IC3412,IC 3412,41152.0,141490.0,628424.0,220661.0,False,True,0.001
5132,171.472863,9.98742,1157,1205,1302,IC0692,IC 0692,35151.0,48515.0,236016.0,6438.0,False,True,0.004
5133,274.320243,9.98733,2189,2394,2394,PGC2801041,GALEXASC J181717.15+095918.4,2801041.0,,,,False,False,0.008
5134,114.042871,9.98643,356,553,329,AGC174585,GALEXASC J073610.24+095910.4,5060050.0,,,,False,False,0.0018
5135,146.080942,9.98476,3072,3172,3172,PGC3091260,WISEA J094419.43+095904.7,3091260.0,51928.0,253537.0,191848.0,False,True,0.0106
5136,147.003289,9.97099,3117,3217,3217,SDSSJ094800.79+095815.4,WISEA J094800.76+095816.1,3998447.0,51976.0,,,False,False,0.0107
5137,144.268345,9.96638,1517,1676,1676,AGC198335,SDSS J093704.41+095758.7,5060142.0,,,198335.0,False,True,0.0056
5138,168.461688,9.96096,1610,1364,1936,SDSSJ111350.75+095739.4,WISEA J111350.79+095739.5,4270300.0,,,215240.0,False,True,0.0045
5139,197.010268,9.9564,3143,3327,3327,PGC1372513,SDSS J130802.47+095722.9,1372513.0,77610.0,377945.0,233780.0,False,True,0.0111
5140,138.107742,9.95553,2116,2773,2236,UGC04845,UGC 04845,25956.0,135740.0,359423.0,4845.0,False,True,0.0092
5141,147.679711,9.95088,2975,3081,3081,SDSSJ095043.15+095703.8,SDSS J095043.15+095703.6,4010349.0,51938.0,253609.0,191882.0,False,True,0.0103
5142,222.461409,9.94174,1809,2081,2081,SDSSJ144950.70+095630.0,WISEA J144950.68+095629.9,4434567.0,,,249197.0,False,True,0.0069
5143,225.057017,9.93772,3143,3341,3341,PGC053586,CGCG 076-123,53586.0,72182.0,352679.0,241016.0,False,True,0.0111
5144,218.086745,9.93348,1398,1705,1705,PGC051945,KUG 1429+101,51945.0,71329.0,350262.0,240441.0,False,True,0.0057
5145,189.044022,9.92255,2055,1404,2350,IC3562,IC 3562,42021.0,170532.0,693742.0,220832.0,False,True,0.0047
5146,189.981083,9.9224,1434,2172,2172,SDSSJ123955.45+095520.7,WISEA J123955.45+095520.4,3479346.0,49154.0,239652.0,,False,False,0.0072
5147,147.332563,9.92048,3064,3166,3166,SDSSJ094919.82+095513.7,WISEA J094919.81+095513.6,3998484.0,51970.0,253698.0,,False,False,0.0106
5148,143.610993,9.91642,3145,3238,3238,PGC027212,CGCG 063-012,27212.0,51830.0,252987.0,190365.0,False,True,0.0108
5149,243.545077,9.90343,3249,3445,3445,PGC1371714,SDSS J161410.82+095412.4,1371714.0,115322.0,528894.0,268147.0,False,True,0.0115
5150,176.474016,9.89981,2922,3090,3090,SDSSJ114553.76+095359.1,WISEA J114553.74+095359.1,4001361.0,170328.0,693536.0,213124.0,False,True,0.0103
5151,190.046886,9.89611,1973,1140,2290,IC3633,IC 3633,42426.0,49148.0,239626.0,,False,False,0.0038
5152,144.589015,9.89546,3278,3369,3369,PGC1371594,WISEA J093821.38+095343.6,1371594.0,51877.0,253306.0,,False,False,0.0112
5153,185.535832,9.89446,1562,2109,2109,PGC040046,VCC 0529,40046.0,141230.0,628193.0,,False,False,0.007
5154,218.182772,9.89143,1374,1528,1679,NGC5669,NGC 5669,51973.0,145251.0,631891.0,9353.0,False,True,0.0051
5155,188.149446,9.88626,1753,2156,2156,PGC041593,VCC 1444,41593.0,49180.0,239764.0,,False,False,0.0072
5156,186.73212,9.88228,994,-164,-164,PGC040766,VCC 0952,40766.0,49046.0,239152.0,220594.0,False,True,
5157,192.6574,9.879,1663,2112,2112,EVCC1194,WISEA J125037.74+095244.2,5098433.0,,,,False,False,0.007
5158,148.626879,9.87006,1493,1670,1670,SDSSJ095430.46+095212.1,SDSS J095430.46+095212.0,3998585.0,51954.0,253661.0,192423.0,False,True,0.0056
5159,157.231961,9.86262,1190,818,1336,PGC1371096,WISEA J102855.81+095144.3,1371096.0,124384.0,572234.0,202218.0,False,True,0.0027
5160,146.773916,9.85163,2954,3059,3059,SDSSJ094705.74+095105.8,WISEA J094705.76+095105.9,3531884.0,51981.0,253733.0,,False,False,0.0102
5161,163.500081,9.8312,1189,1354,1354,SDSSJ105400.01+094952.3,WISEA J105400.00+094954.0,5064823.0,124839.0,574110.0,,False,False,0.0045
5162,187.016184,9.8037,532,1082,272,NGC4442,NGC 4442,40950.0,,,,False,False,0.0036
5163,185.083799,9.79731,1189,957,957,SDSSJ122020.13+094750.0,WISEA J122020.13+094750.1,4002298.0,48888.0,238536.0,,False,False,0.0032
5164,130.274619,9.79171,2058,2160,2160,SDSSJ084105.90+094730.1,WISEA J084105.91+094730.4,5064937.0,116000.0,531067.0,,False,False,0.0072
5165,200.159418,9.78702,1133,1470,1355,UGC08385,UGC 08385,46563.0,169986.0,693190.0,8385.0,False,True,0.0049
5166,231.73082,9.78259,1858,2109,2109,SDSSJ152655.37+094657.5,WISEA J152655.35+094657.4,4464040.0,146168.0,632659.0,,False,False,0.007
5167,146.344379,9.76746,3284,3377,3377,UGC05216,UGC 05216,27959.0,136074.0,,5216.0,False,True,0.0113
5168,187.04718,9.76026,558,284,284,PGC040974,VCC 1078,40974.0,,,,False,False,0.0009
5169,183.766639,9.75365,2191,1188,2449,PGC039153,VCC 0130,39153.0,161295.0,666406.0,220241.0,False,True,0.004
5170,185.458566,9.73913,563,286,286,PGC039996,VCC 0504,39996.0,,,,False,False,0.001
5171,146.703919,9.7361,2997,4931,3100,PGC028085,CGCG 063-066,28085.0,51980.0,253729.0,,False,False,0.0164
5172,140.312449,9.73118,1381,1519,1519,SDSSJ092114.98+094352.2,WISEA J092115.02+094352.0,3997755.0,51790.0,252590.0,191894.0,False,True,0.0051
5173,163.427795,9.7278,1138,1188,1248,UGC06014,UGC 06014,32708.0,158951.0,656157.0,6014.0,False,True,0.004
5174,190.254458,9.71841,1361,2281,2281,SDSSJ124101.06+094306.4,SDSS J124101.06+094306.3,3479459.0,49144.0,239603.0,,False,False,0.0076
5175,143.43373,9.71077,1168,1281,1281,SDSSJ093344.10+094239.0,WISEA J093344.15+094238.0,4015439.0,135952.0,623304.0,,False,False,0.0043
5176,193.461819,9.71003,2844,2851,3041,NGC4779,NGC 4779,43837.0,162547.0,671507.0,8022.0,False,True,0.0095
5177,231.935282,9.69914,1820,2072,2072,PGC1368772,WISEA J152744.45+094156.3,1368772.0,72849.0,355092.0,251585.0,False,True,0.0069
5178,183.653532,9.68985,1292,2398,2398,PGC039112,VCC 0118,39112.0,140977.0,627967.0,,False,False,0.008
5179,232.540581,9.6809,3224,3419,3419,SDSSJ153009.73+094051.0,SDSS J153009.73+094051.0,4466155.0,72954.0,355520.0,,False,False,0.0114
5180,189.656488,9.67513,1471,2141,2141,PGC042265,VCC 1767,42265.0,141778.0,628694.0,,False,False,0.0071
5181,243.714513,9.67333,3185,3381,3381,AGC268148,SDSS J161451.49+094023.9,5060393.0,115324.0,528899.0,268148.0,False,True,0.0113
5182,183.723031,9.66984,1705,2126,2126,PGC1368352,WISEA J121453.51+094011.5,1368352.0,48902.0,238601.0,224248.0,False,True,0.0071
5183,145.9635,9.655,3177,3272,3272,UGC05204,UGC 05204,27851.0,136053.0,623384.0,5204.0,False,True,0.0109
5184,183.9852,9.65075,2220,659,2473,PGC039255,VCC 0169,39255.0,141012.0,627997.0,220258.0,False,True,0.0022
5185,120.533334,9.64917,2365,2437,2437,AGC188848,AGC 188848,5058970.0,,,188848.0,False,True,0.0081
5186,138.956046,9.64734,2733,2828,2828,SDSSJ091549.46+093850.4,SDSS J091549.45+093850.5,3997615.0,73775.0,359373.0,192311.0,False,True,0.0094
5187,145.713737,9.63321,1461,1574,1622,AGC198337,SDSS J094251.25+093757.6,5060150.0,,,198337.0,False,True,0.0053
5188,188.630391,9.62342,1292,2580,2580,IC3518,IC 3518,41828.0,49171.0,239734.0,,False,False,0.0086
5189,167.727098,9.62182,1590,2192,1910,PGC033981,TOLOLO 1108+098,33981.0,48433.0,235463.0,213064.0,False,True,0.0073
5190,119.845626,9.61827,2582,2647,2647,SDSSJ075922.94+093705.9,2MASS J07592293+0937063,4150559.0,109532.0,,174621.0,False,True,0.0088
5191,146.1825,9.616,541,659,424,IC0559,IC 0559,27910.0,136062.0,623392.0,190472.0,False,True,0.0022
5192,169.867066,9.59563,986,1442,799,PGC1367320,WISEA J111928.02+093544.4,1367320.0,48484.0,235757.0,213074.0,False,True,0.0048
5193,188.910335,9.58943,757,312,312,PGC041962,VCC 1629,41962.0,,,,False,False,0.001
5194,183.877018,9.58493,607,1210,304,NGC4207,NGC 4207,39206.0,169853.0,693058.0,7268.0,False,True,0.004
5195,190.477541,9.58463,1884,2228,2228,PGC042609,VCC 1896,42609.0,162260.0,669633.0,,False,False,0.0074
5196,186.710768,9.5843,816,1119,284,NGC4417,NGC 4417,40756.0,141374.0,628325.0,,False,False,0.0037
5197,196.412998,9.56643,3272,3447,3447,PGC1366921,SDSS J130539.13+093359.0,1366921.0,77597.0,377880.0,735108.0,False,True,0.0115
5198,189.37733,9.55509,2273,1189,2524,NGC4578,NGC 4578,42149.0,162133.0,669020.0,,False,False,0.004
5199,185.078294,9.54536,1876,2219,2219,IC3167,IC 3167,39795.0,161518.0,667132.0,,False,False,0.0074
5200,243.566309,9.53721,3245,3631,3439,IC1205,IC 1205,57574.0,115320.0,528891.0,260337.0,False,True,0.0121
5201,131.275418,9.53,3156,3224,3224,AGC181495,ADBS J084504+0932,5058717.0,,,181495.0,False,True,0.0108
5202,146.977031,9.51274,3080,3179,3179,SDSSJ094754.48+093045.8,WISEA J094754.50+093045.6,3998444.0,51975.0,253715.0,,False,False,0.0106
5203,190.691643,9.51072,953,80,80,PGC042723,VCC 1936,42723.0,76946.0,375400.0,,False,False,0.0003
5204,224.199877,9.50911,3057,3255,3255,UGC09614,UGC 09614,53419.0,72174.0,352630.0,9614.0,False,True,0.0109
5205,218.847138,9.50148,2086,2340,2340,PGC087316,LSBC D723-06,87316.0,165254.0,682050.0,242042.0,False,True,0.0078
5206,184.546145,9.49969,1575,2101,2101,IC3118,IC 3118,39503.0,141089.0,600391.0,,False,False,0.007
5207,147.404397,9.49491,3101,3200,3200,PGC1365943,WISEA J094937.00+092942.8,1365943.0,51969.0,253697.0,192402.0,False,True,0.0107
5208,145.722621,9.4949,3182,3427,3276,PGC027776,UGC 05189 NED01,27776.0,157392.0,253466.0,5189.0,False,True,0.0114
5209,186.221223,9.4935,728,319,319,PGC040435,VCC 0756,40435.0,141301.0,628259.0,,False,False,0.0011
5210,143.511303,9.47921,3051,3591,3144,NGC2913,NGC 2913,27184.0,51826.0,252978.0,5095.0,False,True,0.012
