VFID,RAdeg,DEdeg,HV,Vcosmic,Vmodel,HyperLeda,NED,PGC,NSAV0,NSAV1,AGC,CO,A100,redshift
4804,174.553883,12.11202,988,1234,658,NGC3773,NGC 3773,36043.0,169793.0,692998.0,6605.0,False,True,0.0041
4805,182.761405,12.10396,1878,2224,2224,IC0767,IC 0767,38792.0,66460.0,324854.0,,False,False,0.0074
4806,183.637216,12.1032,2115,2398,2398,PGC039104,VCC 0113,39104.0,170616.0,693826.0,224094.0,False,True,0.008
4807,187.693186,12.09909,1265,957,957,PGC169451,VPC 0766,169451.0,66710.0,325950.0,,False,False,0.0032
4808,187.035828,12.09329,1922,1654,2261,IC0794,IC 0794,40964.0,66621.0,325541.0,,False,False,0.0055
4809,272.952152,12.0886,2240,2529,2454,UGC11141,UGC 11141,61534.0,,,,False,False,0.0084
4810,192.980109,12.08316,1780,2338,2172,NGC4746,NGC 4746,43601.0,169954.0,693158.0,8007.0,False,True,0.0078
4811,234.715393,12.08062,1980,2233,2233,IC1131,IC 1131,55683.0,114200.0,525092.0,,False,False,0.0074
4812,191.1975,12.0647,1720,2146,2146,IC3720,IC 3720,42949.0,,,,False,False,0.0072
4813,233.495254,12.06408,2641,2865,2865,AGC253923,AGC 253923,5059638.0,,,253923.0,False,True,0.0096
4814,187.889012,12.06392,777,290,290,PGC041458,VCC 1369,41458.0,141570.0,628501.0,,False,False,0.001
4815,188.050992,12.06152,988,-320,-320,IC3465,IC 3465,41548.0,66821.0,326441.0,,False,False,
4816,166.76402,12.06011,1550,2426,1879,UGC06169,UGC 06169,33642.0,159300.0,657731.0,6169.0,False,True,0.0081
4817,192.778364,12.06003,1787,2176,2176,SDSSJ125106.78+120335.4,SDSS J125106.78+120335.4,4579163.0,142441.0,629323.0,223205.0,False,True,0.0073
4818,190.781982,12.05108,2017,2331,2331,NGC4641,NGC 4641,42769.0,169942.0,345258.0,7889.0,False,True,0.0078
4819,188.548024,12.04897,2064,1248,2365,IC3509,IC 3509,41797.0,66807.0,326380.0,,False,False,0.0042
4820,233.846739,12.04757,1820,2081,2081,NGC5957,NGC 5957,55520.0,166297.0,685575.0,9915.0,True,True,0.0069
4821,187.702382,12.0452,1253,1225,957,PGC041360,VCC 1313,41360.0,66712.0,325956.0,220704.0,False,True,0.0041
4822,179.450501,12.03895,2750,2945,2945,SDSSJ115748.11+120218.5,SDSS J115748.11+120218.5,4001653.0,66363.0,324133.0,213385.0,False,True,0.0098
4823,181.669542,12.03448,1428,2118,2118,PGC1402698,WISEA J120640.66+120204.7,1402698.0,66414.0,324536.0,,False,False,0.0071
4824,191.24141,12.02978,1540,2108,2108,AGC225876,AGC 225876,4720542.0,,,225876.0,False,True,0.007
4825,233.054068,12.0224,2969,3182,3182,AGC253922,AGC 253922,5058831.0,,,253922.0,False,True,0.0106
4826,183.778278,12.01661,2408,2643,2643,IC3063,IC 3063,39160.0,66553.0,325290.0,,False,False,0.0088
4827,167.688379,12.01615,3238,2700,3384,NGC3559,NGC 3559,33940.0,66075.0,322370.0,6217.0,False,True,0.009
4828,164.057915,12.01109,1000,962,962,PGC087256,LSBC D640-13,87256.0,159002.0,656422.0,202035.0,False,True,0.0032
4829,187.910539,11.98996,1264,957,957,[KHL2017]M87UCD-25,[OA2016] J187.9085+11.9910,6727737.0,,,,False,False,0.0032
4830,189.67084,11.97861,1019,957,957,,LSBVCC 079,,,,224219.0,False,True,0.0032
4831,187.984802,11.97252,1104,957,957,PGC041508,VCC 1396,41508.0,,,,False,False,0.0032
4832,172.46258,11.97019,3245,3399,3399,SDSSJ112951.03+115812.8,WISEA J112950.97+115813.3,3543660.0,66194.0,322806.0,213312.0,False,True,0.0113
4833,192.182191,11.9693,2101,2396,2396,PGC043285,VCC 2078,43285.0,,,,False,False,0.008
4834,188.09787,11.96527,1007,957,957,[KHL2017]M87UCD-35,WISEA J123223.34+115754.6,6727741.0,,,,False,False,0.0032
4835,169.809944,11.95199,862,818,595,SDSSJ111914.39+115707.7,IC 2715,4017710.0,66128.0,322528.0,202257.0,False,True,0.0027
4836,188.442961,11.95064,1351,2364,2364,[KHL2017]M87UCD-39,WISEA J123346.28+115703.6,6727745.0,,,,False,False,0.0079
4837,187.001753,11.9498,2248,2511,2511,PGC040946,VCC 1059,40946.0,141432.0,628377.0,,False,False,0.0084
4838,187.768685,11.94349,916,69,69,VIRGOUCD4,SDSS J123104.36+115630.5,5067078.0,,,,False,False,0.0002
4839,184.331895,11.94348,1430,1247,2174,IC3101,IC 3101,39405.0,66545.0,325239.0,,False,False,0.0042
4840,175.985593,11.94058,3094,3261,3261,PGC1401182,WISEA J114356.51+115625.1,1401182.0,170347.0,693555.0,213336.0,False,True,0.0109
4841,194.182589,11.93168,563,301,301,UGC08061,UGC 08061,44170.0,162632.0,671835.0,8061.0,False,True,0.001
4842,142.465857,11.92659,1626,2747,1789,SDSSJ092951.83+115535.7,WISEA J092951.85+115536.0,3530253.0,135923.0,623278.0,192137.0,False,True,0.0092
4843,187.583541,11.92186,1404,2240,2240,[KHL2017]M87UCD-3,SDSS J123019.67+115519.4,6727690.0,,,,False,False,0.0075
4844,161.239665,11.91615,871,792,756,PGC083326,WISEA J104457.41+115500.3,83326.0,,,202024.0,False,True,0.0026
4845,190.239663,11.91169,1646,988,2121,NGC4606,NGC 4606,42516.0,162229.0,669464.0,7839.0,False,True,0.0033
4846,156.155324,11.90804,2428,4265,2591,PGC091012,FGC 1063,91012.0,65535.0,320071.0,200970.0,False,True,0.0142
4847,156.674694,11.89732,2284,2459,2459,SDSSJ102641.98+115350.0,WISEA J102641.93+115350.9,3999413.0,65612.0,320424.0,202243.0,False,True,0.0082
4848,187.311963,11.89551,905,106,106,[KHL2017]M87UCD-34,WISEA J122914.82+115344.5,6727684.0,,,,False,False,0.0004
4849,188.098056,11.89329,832,242,242,PGC041570,VCC 1426,41570.0,141597.0,628526.0,,False,False,0.0008
4850,185.990694,11.89227,582,296,296,PGC040300,VCC 0687,40300.0,,,,False,False,0.001
4851,188.011421,11.89005,1007,1479,957,IC3461,IC 3461,41529.0,161956.0,668357.0,,False,False,0.0049
4852,241.687719,11.88806,3266,5289,3471,PGC057181,CGCG 079-047,57181.0,114968.0,527765.0,260232.0,False,True,0.0176
4853,190.301214,11.88647,2256,1377,2521,NGC4607,NGC 4607,42544.0,141902.0,628809.0,7843.0,False,True,0.0046
4854,172.301523,11.86508,3230,3384,3384,UGC06486,IC 2870,35377.0,139513.0,626636.0,6486.0,False,True,0.0113
4855,183.7442,11.8642,1380,2231,2231,PGC039144,VCC 0127,39144.0,,,,False,False,0.0074
4856,183.644729,11.85961,1366,2252,2252,PGC039108,VCC 0115,39108.0,140974.0,627965.0,,False,False,0.0075
4857,186.310374,11.84957,2439,2674,2674,IC3305,IC 3305,40488.0,141313.0,600441.0,,False,False,0.0089
4858,186.233799,11.83213,1833,2203,2203,PGC040444,VCC 0760,40444.0,141303.0,628261.0,,False,False,0.0073
4859,118.128722,11.82777,1984,2075,2075,AGC174514,AGC 174514,5060082.0,,,174514.0,False,True,0.0069
4860,161.690407,11.81992,892,757,785,NGC3368,MESSIER 096,32192.0,138021.0,,5882.0,False,True,0.0025
4861,189.431379,11.81813,1517,1364,2125,NGC4579,MESSIER 058,42168.0,141753.0,,7796.0,False,True,0.0045
4862,188.023533,11.81787,894,1188,133,IC3466,IC 3466,41536.0,170519.0,693729.0,220739.0,False,True,0.004
4863,186.522226,11.8122,1234,957,957,IC3331,IC 3331,40638.0,161744.0,667740.0,,False,False,0.0032
4864,185.631926,11.80257,1305,2537,2537,PGC040096,VCC 0560,40096.0,,,,False,False,0.0085
4865,185.660499,11.80098,1434,993,2186,NGC4313,NGC 4313,40105.0,66517.0,325137.0,7445.0,False,True,0.0033
4866,170.597592,11.79398,1571,2018,1941,PGC1398872,WISEA J112223.45+114738.2,1398872.0,66103.0,322487.0,213511.0,False,True,0.0067
4867,187.06209,11.78984,659,1194,313,IC3381,IC 3381,40985.0,66717.0,,,False,False,0.004
4868,126.626962,11.78623,1893,2002,2002,AGC188875,AGC 188875,5059002.0,109734.0,505737.0,188875.0,False,True,0.0067
4869,189.862731,11.77639,1228,957,957,PGC042350,VCC 1794,42350.0,141807.0,628723.0,,False,False,0.0032
4870,149.908672,11.77324,2993,3112,3112,PGC2807015,LSBC D709-11,2807015.0,136338.0,623644.0,,False,False,0.0104
4871,182.648715,11.76081,1287,2244,2369,PGC038747,IC 3028,38747.0,170436.0,693646.0,220171.0,False,True,0.0075
4872,191.817177,11.76037,1093,86,86,UGC07953,IC 3775,43148.0,70296.0,345193.0,,False,False,0.0003
4873,166.110231,11.75622,776,719,553,PGC033447,CGCG 066-109,33447.0,65963.0,321828.0,210023.0,False,True,0.0024
4874,187.180431,11.75505,162,1135,33,NGC4452,NGC 4452,41060.0,,,,False,False,0.0038
4875,185.270012,11.75465,1445,2170,2170,PGC039893,IC 3192,39893.0,161543.0,667217.0,,False,False,0.0072
4876,190.536105,11.75429,196,1124,63,IC0809,IC 0809,42638.0,,,,False,False,0.0037
4877,150.244147,11.75411,2969,3090,3090,SDSSJ100058.57+114514.5,WISEA J100058.58+114514.3,3998742.0,74109.0,360893.0,202468.0,False,True,0.0103
4878,233.743912,11.75028,1893,2149,2149,NGC5956,NGC 5956,55501.0,121129.0,557491.0,9908.0,True,True,0.0072
4879,190.610496,11.74029,1127,965,965,PGC042679,IC 3684,42679.0,70335.0,345287.0,,False,False,0.0032
4880,156.424347,11.73919,2329,3217,2499,UGC05642,UGC 05642,30604.0,65549.0,320123.0,5642.0,False,True,0.0107
4881,188.626645,11.73438,986,-279,-279,PGC041826,VCC 1565,41826.0,141659.0,628583.0,,False,False,
4882,269.380791,11.73242,2908,2748,3110,UGC11059,UGC 11059,61169.0,,,,False,False,0.0092
4883,185.789952,11.72599,744,310,310,IC3239,IC 3239,40187.0,170495.0,325620.0,220479.0,False,True,0.001
4884,182.513644,11.71355,2568,2782,2782,PGC1397674,WISEA J121003.28+114248.6,1397674.0,170669.0,693881.0,224602.0,False,True,0.0093
4885,186.230853,11.70423,913,1183,100,NGC4371,NGC 4371,40442.0,161686.0,667615.0,,False,False,0.0039
4886,160.990417,11.70368,778,700,619,NGC3351,MESSIER 095,32007.0,65825.0,321223.0,5850.0,False,True,0.0023
4887,187.078055,11.70029,1472,2155,2155,PGC040995,VCC 1093,40995.0,66718.0,326050.0,,False,False,0.0072
4888,190.759255,11.69799,1110,957,957,PGC042758,VCC 1951,42758.0,70328.0,345269.0,,False,False,0.0032
4889,231.053587,11.69389,2849,3064,3064,PGC1397368,SDSS J152412.84+114137.9,1397368.0,121050.0,557099.0,258126.0,False,True,0.0102
4890,187.408035,11.68282,1748,2160,2160,[KHL2017]UCD37,SDSS J122937.92+114058.0,6727669.0,,,,False,False,0.0072
4891,188.971431,11.68191,1330,2429,2429,PGC041993,VCC 1642,41993.0,,,,False,False,0.0081
4892,223.181306,11.67221,1803,2082,2082,SDSSJ145243.51+114019.9,WISEA J145243.54+114019.2,4117578.0,71957.0,352043.0,245076.0,False,True,0.0069
4893,190.480527,11.66772,709,318,318,SDSSJ124155.33+114003.7,WISEA J124155.33+114003.8,4106189.0,,,,False,False,0.0011
4894,186.726498,11.66384,2106,2395,2395,IC3358,IC 3358,40764.0,66719.0,326066.0,,False,False,0.008
4895,149.931228,11.66076,2818,4753,2944,PGC028887,CGCG 064-021,28887.0,74130.0,360954.0,,False,False,0.0159
4896,187.117981,11.64979,1019,957,957,[KHL2017]UCD28,WISEA J122828.07+113858.7,6727660.0,,,,False,False,0.0032
4897,190.509333,11.64727,438,1112,230,NGC4621,MESSIER 059,42628.0,,,,False,False,0.0037
4898,178.314226,11.63409,2732,4182,2925,UGC06862,UGC 06862,37259.0,169814.0,693019.0,6862.0,False,True,0.0139
4899,187.885539,11.6247,1042,957,957,NGC4497,NGC 4497,41457.0,66708.0,325915.0,,False,False,0.0032
4900,165.115913,11.62098,2842,3001,3001,SDSSJ110027.84+113715.1,SDSS J110027.83+113715.1,4000181.0,65982.0,321875.0,213235.0,False,True,0.01
4901,141.910788,11.62073,3208,3304,3304,PGC1396285,WISEA J092738.59+113715.1,1396285.0,73878.0,359799.0,192132.0,False,True,0.011
4902,186.88332,11.61519,1378,2296,2296,PGC040872,VCC 1020,40872.0,,628357.0,,False,False,0.0077
4903,187.236588,11.6135,1217,957,957,[KHL2017]UCD33,WISEA J122856.59+113649.4,6727665.0,,,,False,False,0.0032
4904,187.882188,11.60303,1838,2207,2207,PGC041454,VCC 1366,41454.0,,,,False,False,0.0074
4905,185.275171,11.59532,935,58,58,PGC039894,VCC 0453,39894.0,161547.0,667224.0,220422.0,False,True,0.0002
4906,218.223087,11.59502,2226,2478,2478,UGC09356,UGC 09356,51984.0,71387.0,350511.0,9356.0,False,True,0.0083
4907,190.8857,11.58213,1411,1211,2191,NGC4647,NGC 4647,42816.0,142069.0,628969.0,7896.0,False,True,0.004
4908,176.516886,11.58131,2961,3135,3135,2MASXJ11460404+1134529,2MASX J11460404+1134529,3545711.0,66329.0,323877.0,213339.0,False,True,0.0105
4909,219.170584,11.57691,1797,2086,2086,PGC052212,LSBC D723-05,52212.0,165296.0,682232.0,240523.0,False,True,0.007
4910,186.710614,11.55889,1101,1236,957,IC3356,IC 3356,40761.0,169898.0,693102.0,7547.0,False,True,0.0041
4911,218.13028,11.55278,2168,2425,2425,PGC087297,LSBC D723-04,87297.0,145247.0,631887.0,241275.0,False,True,0.0081
4912,190.916504,11.55271,1107,1208,957,NGC4649,MESSIER 060,42831.0,142078.0,,,False,False,0.004
4913,261.797796,11.54362,2765,2449,2973,NGC6368,NGC 6368,60315.0,,,,False,False,0.0082
4914,190.899885,11.53467,1292,2493,2493,M60UCD1,SSTSL2 J124335.39+113201.4,5065687.0,,,,False,False,0.0083
4915,186.052054,11.52942,1640,2120,2120,PGC040335,VCC 0706,40335.0,141285.0,628243.0,,False,False,0.0071
4916,185.324265,11.51062,339,1264,162,NGC4294,NGC 4294,39925.0,,,,False,False,0.0042
4917,185.418999,11.50284,242,1262,92,NGC4299,NGC 4299,39968.0,,,,False,False,0.0042
4918,240.090834,11.49444,2641,2861,2861,AGC262396,AGC 262396,5059418.0,,,262396.0,False,True,0.0095
4919,187.845699,11.49255,1254,3198,957,IC3446,IC 3446,41440.0,170517.0,693727.0,220724.0,False,True,0.0107
4920,158.733847,11.49235,1176,1330,1330,SDSSJ103456.13+112932.5,SDSS J103456.12+112932.5,3537249.0,65723.0,320886.0,202248.0,False,True,0.0044
4921,185.978231,11.49035,2235,2497,2497,,VCC 0679,,,600430.0,,False,False,0.0083
4922,190.444655,11.48839,1202,957,957,IC3665,IC 3665,42598.0,141944.0,669606.0,,False,False,0.0032
4923,187.738002,11.48345,513,266,266,NGC4491,NGC 4491,41376.0,,600484.0,,False,False,0.0009
4924,175.244841,11.47112,992,1250,628,NGC3810,NGC 3810,36243.0,160362.0,662628.0,6644.0,False,True,0.0042
4925,190.962701,11.46702,932,74,74,PGC042846,VCC 1982,42846.0,162323.0,670002.0,,False,False,0.0002
4926,141.452081,11.45422,3236,3330,3330,NGC2873,NGC 2873,26742.0,73873.0,359785.0,,False,False,0.0111
4927,169.329585,11.44889,3059,3213,3213,AGC215246,WISEA J111719.10+112655.4,5060219.0,,,215246.0,False,True,0.0107
4928,169.911046,11.44539,3038,3195,3195,SDSSJ111938.66+112643.3,WISEA J111938.65+112643.9,4000703.0,66107.0,322498.0,213284.0,False,True,0.0107
4929,190.697583,11.44249,1163,1190,957,NGC4638,NGC 4638,42728.0,142017.0,628918.0,,False,False,0.004
4930,171.641838,11.44013,3206,3899,3358,IC2822,IC 2822,35196.0,159836.0,660067.0,6449.0,False,True,0.013
4931,189.11241,11.4393,1132,1172,605,NGC4564,NGC 4564,42051.0,141703.0,628622.0,,False,False,0.0039
4932,190.725417,11.43823,1524,2114,2114,,NGC 4637,,162296.0,669842.0,,False,False,0.0071
4933,186.942781,11.43516,1313,2535,2535,PGC040917,VCC 1044,40917.0,141423.0,628369.0,,False,False,0.0085
4934,187.343769,11.43385,1327,2460,2470,IC3413,IC 3413,41155.0,141489.0,600492.0,,False,False,0.0082
4935,141.42722,11.43214,3240,3863,3334,NGC2872,NGC 2872,26733.0,73866.0,359772.0,,False,False,0.0129
4936,187.099864,11.4205,1625,2119,2119,PGC041006,VCC 1099,41006.0,,,,False,False,0.0071
4937,231.483694,11.41034,1878,2136,2136,SDSSJ152556.08+112437.3,WISEA J152556.12+112436.6,4463378.0,121043.0,557065.0,,False,False,0.0071
4938,222.594294,11.40389,1779,2060,2060,PGC1393069,TOLOLO 1448+116,1393069.0,145641.0,632249.0,,False,False,0.0069
4939,175.862477,11.39842,905,1422,473,PGC1393002,WISEA J114326.96+112354.6,1393002.0,170346.0,693554.0,213333.0,False,True,0.0047
4940,149.696388,11.38868,2916,3169,3036,UGC05358,UGC 05358,28821.0,74135.0,360979.0,5358.0,False,True,0.0106
4941,190.315539,11.38723,557,1084,289,IC3653,IC 3653,42550.0,,,,False,False,0.0036
4942,166.633746,11.3854,1357,1679,1679,NGC3524,NGC 3524,33604.0,65954.0,321776.0,,False,False,0.0056
4943,186.68512,11.37974,1291,957,957,PGC040739,IC 3346,40739.0,66619.0,325527.0,,False,False,0.0032
4944,185.82114,11.36784,1604,1423,2114,NGC4330,NGC 4330,40201.0,66625.0,325572.0,7456.0,False,True,0.0047
4945,184.048022,11.36036,2615,2826,2826,PGC039286,VCC 0179,39286.0,141019.0,628002.0,,False,False,0.0094
4946,188.291916,11.34762,133,1262,10,IC3483,IC 3483,41670.0,,,,False,False,0.0042
4947,165.999618,11.34748,2827,2987,2987,AGC215235,WISEA J110359.88+112050.7,5060195.0,,,215235.0,False,True,0.01
4948,187.691277,11.3432,1739,2155,2155,IC3437,IC 3437,41350.0,141532.0,600485.0,,False,False,0.0072
4949,171.108575,11.34214,1060,1339,990,NGC3666,NGC 3666,35043.0,159770.0,659830.0,6420.0,False,True,0.0045
4950,168.497093,11.32919,2943,3101,3101,PGC166109,PGC1 0166109 NED001,166109.0,138996.0,626156.0,212824.0,False,True,0.0103
4951,188.525353,11.32123,1369,1131,2312,NGC4528,NGC 4528,41781.0,,,,False,False,0.0038
4952,261.570406,11.31766,2780,2890,2987,UGC10852,UGC 10852,60286.0,,,,False,False,0.0096
4953,193.072885,11.31394,1317,1227,2254,NGC4754,NGC 4754,43656.0,162517.0,671360.0,,False,False,0.0041
4954,147.915417,11.30194,3199,3305,3305,AGC191906,WISEA J095139.60+111810.5,5059052.0,,,191906.0,False,True,0.011
4955,187.410411,11.299,1484,2147,2147,PGC041192,VCC 1210,41192.0,66716.0,326028.0,,False,False,0.0072
4956,190.314039,11.29853,1657,2123,2123,PGC042547,VCC 1870,42547.0,141909.0,600574.0,,False,False,0.0071
4957,232.737913,11.2855,3209,3412,3412,AGC258133,PGC1 5058829 NED001,5058829.0,,557535.0,258133.0,False,True,0.0114
4958,189.815475,11.26975,1544,2115,2115,PGC042332,VCC 1785,42332.0,141798.0,628714.0,,False,False,0.0071
4959,188.097426,11.26295,1489,1223,2143,IC3470,IC 3470,41573.0,170758.0,693976.0,,False,False,0.0041
4960,188.394387,11.26193,836,1285,244,PGC041723,VCC 1512,41723.0,141631.0,668544.0,,False,False,0.0043
4961,189.136434,11.25796,2261,1575,2521,NGC4567,NGC 4567,42064.0,66785.0,326322.0,7777.0,False,True,0.0053
4962,189.14284,11.2389,2236,1319,2500,NGC4568,NGC 4568,42069.0,162105.0,668883.0,,False,False,0.0044
4963,151.706482,11.23579,3128,3244,3244,PGC1390693,WISEA J100649.54+111408.9,1390693.0,52131.0,254313.0,,False,False,0.0108
4964,193.233212,11.23086,973,1248,113,NGC4762,NGC 4762,43733.0,142468.0,,,False,False,0.0042
4965,186.020843,11.21807,2083,1288,2374,NGC4352,NGC 4352,40313.0,49025.0,239097.0,,False,False,0.0043
4966,218.404986,11.21731,1863,2146,2146,SDSSJ143337.18+111302.2,WISEA J143337.17+111300.8,4115054.0,71422.0,350654.0,244512.0,False,True,0.0072
4967,119.212686,11.21674,1959,2049,2049,SDSSJ075651.05+111300.3,WISEA J075651.04+111300.2,4573239.0,109421.0,504221.0,,False,False,0.0068
4968,186.934576,11.2146,1432,2197,2197,PGC040912,VCC 1039,40912.0,49053.0,239176.0,,False,False,0.0073
4969,176.181093,11.20732,2949,3121,3121,SDSSJ114443.48+111226.3,SDSS J114443.48+111226.3,4001324.0,66265.0,323368.0,213338.0,False,True,0.0104
4970,158.678177,11.19745,1390,2465,1628,NGC3279,NGC 3279,31302.0,65649.0,320627.0,5741.0,False,True,0.0082
4971,190.453915,11.19141,1048,957,957,PGC042602,VCC 1891,42602.0,76955.0,375450.0,,False,False,0.0032
4972,191.133249,11.19051,1095,1152,957,NGC4660,NGC 4660,42917.0,142137.0,629034.0,,False,False,0.0038
4973,190.244011,11.18447,630,1117,311,IC3652,IC 3652,42521.0,49219.0,239934.0,,False,False,0.0037
4974,191.039055,11.17661,1660,2121,2121,PGC042878,IC 3711,42878.0,76972.0,375526.0,,False,False,0.0071
4975,188.025891,11.17641,1353,822,2365,NGC4503,NGC 4503,41538.0,141590.0,628520.0,,False,False,0.0027
4976,186.381114,11.15834,892,160,160,PGC169259,VCCA 031,169259.0,49037.0,239115.0,224232.0,False,True,0.0005
4977,190.364124,11.14589,1070,957,957,PGC042566,VCC 1879,42566.0,76958.0,375458.0,,False,False,0.0032
4978,134.848365,11.13525,2016,2576,2137,UGC04712,UGC 04712,25245.0,116085.0,531567.0,4712.0,False,True,0.0086
4979,186.860444,11.10774,992,1262,-268,NGC4429,NGC 4429,40850.0,141403.0,,,False,False,0.0042
4980,189.164243,11.10189,661,315,315,IC3578,IC 3578,42079.0,162108.0,668895.0,,False,False,0.0011
4981,151.545119,11.10034,2499,2642,2642,PGC1388812,SDSS J100610.82+110602.1,1388812.0,52135.0,254326.0,202488.0,False,True,0.0088
4982,150.966015,11.09998,3285,3393,3393,PGC2807200,WISEA J100351.90+110600.9,2807200.0,52090.0,254087.0,,False,False,0.0113
4983,135.263427,11.09834,2067,2187,2187,NGC2725,NGC 2725,25332.0,156995.0,648071.0,4732.0,False,True,0.0073
4984,194.92711,11.07713,2808,3014,3014,PGC1388496,SDSS J125942.46+110436.9,1388496.0,170744.0,693962.0,225851.0,False,True,0.0101
4985,161.922752,11.07711,2714,2870,2869,UGC05897,UGC 05897,32251.0,65780.0,321111.0,5897.0,False,True,0.0096
4986,142.067316,11.07705,3248,3341,3341,SDSSJ092816.16+110437.4,WISEA J092816.15+110437.3,3995262.0,73883.0,359811.0,192133.0,False,True,0.0111
4987,141.353334,11.07394,3198,5635,3290,UGC05017,UGC 05017,26721.0,73870.0,359780.0,5017.0,False,True,0.0188
4988,188.561716,11.07153,1389,2264,2264,IC3510,IC 3510,41803.0,141651.0,668614.0,,False,False,0.0076
4989,140.248523,11.05914,1331,2735,1473,PGC026453,CGCG 062-024,26453.0,,,190238.0,False,True,0.0091
4990,229.855161,11.05444,3240,3491,3441,UGC09814,UGC 09814,54691.0,72597.0,354483.0,9814.0,False,True,0.0116
4991,190.878739,11.0471,1414,2186,2186,PGC042812,IC 3701,42812.0,76964.0,375499.0,,False,False,0.0073
4992,163.081228,11.04317,827,657,657,PGC1388083,WISEA J105219.46+110236.3,1388083.0,65764.0,321026.0,,False,False,0.0022
4993,190.793166,11.03697,1078,957,957,PGC042779,VCC 1958,42779.0,76961.0,375492.0,,False,False,0.0032
4994,119.551719,11.02059,2344,2422,2422,PGC1387750,WISEA J075812.43+110114.1,1387750.0,109397.0,504185.0,171483.0,False,True,0.0081
4995,173.722565,11.01956,880,519,518,PGC2807142,SDSS J113453.11+110116.1,2807142.0,160109.0,661583.0,212838.0,False,True,0.0017
4996,179.136764,11.00779,2785,2972,2972,PGC1387598,WISEA J115632.83+110028.2,1387598.0,48739.0,237663.0,213142.0,False,True,0.0099
4997,143.512901,11.00592,2496,2685,2618,PGC027189,MRK 0706,27189.0,73888.0,359909.0,190362.0,False,True,0.009
4998,188.437094,10.9953,1170,957,957,IC3499,IC 3499,41738.0,162015.0,668571.0,,False,False,0.0032
4999,192.062869,10.98349,1164,1092,2167,NGC4694,NGC 4694,43241.0,142350.0,629238.0,7969.0,False,True,0.0036
5000,121.911537,10.98066,1785,1884,1884,PGC1387217,SDSS J080738.77+105850.2,1387217.0,109357.0,504095.0,712516.0,False,True,0.0063
5001,189.907099,10.97575,1350,2335,2335,IC3625B,VCC 1803,42372.0,49214.0,239904.0,,False,False,0.0078
5002,195.968613,10.9724,2936,3655,3134,UGC08166,UGC 08166,45137.0,162923.0,693178.0,8166.0,False,True,0.0122
5003,192.000401,10.9703,1143,1636,1636,PGC043211,VCC 2062,43211.0,142338.0,629226.0,221026.0,False,True,0.0055
5004,193.718202,10.96199,1412,2118,2118,[SDV2005]230,WISEA J125452.50+105741.8,5056892.0,77144.0,376265.0,,False,False,0.0071
5005,202.197046,10.96147,1092,1216,1216,AGC233559,SDSS J132847.21+105739.7,5059250.0,143517.0,630317.0,233559.0,False,True,0.0041
5006,188.307941,10.92855,245,1307,95,IC3490,IC 3490,41681.0,,,,False,False,0.0044
5007,192.778225,10.91209,928,1024,171,NGC4733,NGC 4733,43516.0,142440.0,629322.0,,False,False,0.0034
5008,186.683357,10.90473,559,285,285,PGC040732,VCC 0931,40732.0,141367.0,628320.0,,False,False,0.001
5009,191.273497,10.90091,1066,957,957,IC3727,IC 3727,42969.0,76971.0,375522.0,,False,False,0.0032
5010,161.974758,10.89779,2802,2952,2952,PGC032257,CGCG 066-017,32257.0,158778.0,655439.0,200581.0,False,True,0.0098
5011,186.842585,10.86672,916,2437,101,IC3371,IC 3371,40839.0,169902.0,693106.0,7565.0,False,True,0.0081
5012,183.192895,10.86571,375,1045,183,NGC4178,NGC 4178,38943.0,,,,False,False,0.0035
5013,181.048035,10.85438,2415,2917,2640,NGC4067,NGC 4067,38168.0,169827.0,693032.0,7048.0,False,True,0.0097
5014,187.912681,10.84041,634,309,309,PGC041469,VCC 1377,41469.0,141573.0,628504.0,,False,False,0.001
5015,188.287464,10.83622,1956,2281,2281,PGC041664,VCC 1481,41664.0,141622.0,628551.0,,False,False,0.0076
5016,162.249088,10.83543,1940,2685,2167,PGC032345,CGCG 066-024,32345.0,65768.0,321040.0,200600.0,False,True,0.009
5017,167.346975,10.83407,1555,1884,1884,PGC033816,CGCG 067-014,33816.0,66049.0,322248.0,210082.0,False,True,0.0063
5018,176.439832,10.82459,3003,3171,3171,NGC3869,NGC 3869,36669.0,160524.0,663227.0,,False,False,0.0106
5019,196.824204,10.81022,3260,3442,3442,SDSSJ130717.81+104836.6,WISEA J130717.84+104836.9,4355676.0,77599.0,377883.0,,False,False,0.0115
5020,172.394257,10.80987,744,436,436,SDSSJ112934.60+104835.4,SDSS J112934.60+104835.4,3472517.0,139532.0,626653.0,,False,False,0.0015
5021,143.087817,10.8092,3194,3676,3289,UGC05082,UGC 05082,27088.0,135946.0,623299.0,5082.0,False,True,0.0123
5022,147.745091,10.80159,3155,3259,3259,PGC1384653,WISEA J095058.83+104805.6,1384653.0,51991.0,253769.0,192057.0,False,True,0.0109
5023,151.337916,10.79944,3073,3187,3187,AGC205073,WISEA J100521.05+104758.3,5060433.0,,,,False,False,0.0106
5024,218.485,10.79472,2265,2511,2511,AGC249180,AGC 249180,5059290.0,,,249180.0,False,True,0.0084
5025,187.543084,10.7795,1825,1285,2197,NGC4482,NGC 4482,41272.0,49057.0,239195.0,,False,False,0.0043
5026,150.764448,10.74598,3009,3124,3124,UGC05409,UGC 05409,29126.0,52130.0,254309.0,5409.0,False,True,0.0104
